"","CVP","PCWP","HIST","TPR","BP","CO","HRBP","HREK","HRSA","PAP","SAO2","FIO2","PRSS","ECO2","MINV","MVS","HYP","LVF","APL","ANES","PMB","INT","KINK","DISC","LVV","STKV","CCHL","ERLO","HR","ERCA","SHNT","PVS","ACO2","VALV","VLNG","VTUB","VMCH"
"4481","HIGH","HIGH","FALSE","NORMAL","HIGH","HIGH","NORMAL","HIGH","HIGH","NORMAL","LOW","NORMAL","NORMAL","ZERO","ZERO","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","HIGH","NORMAL","HIGH","TRUE","HIGH","FALSE","NORMAL","LOW","LOW","ZERO","ZERO","LOW","NORMAL"
"4482","NORMAL","NORMAL","FALSE","NORMAL","HIGH","HIGH","HIGH","HIGH","HIGH","NORMAL","LOW","NORMAL","HIGH","ZERO","ZERO","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","NORMAL","NORMAL","HIGH","FALSE","HIGH","FALSE","NORMAL","LOW","LOW","ZERO","ZERO","LOW","NORMAL"
"4483","HIGH","HIGH","FALSE","NORMAL","HIGH","HIGH","HIGH","HIGH","HIGH","NORMAL","HIGH","NORMAL","HIGH","LOW","HIGH","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","HIGH","NORMAL","HIGH","FALSE","HIGH","FALSE","NORMAL","HIGH","LOW","HIGH","LOW","LOW","NORMAL"
"4484","NORMAL","NORMAL","FALSE","LOW","LOW","HIGH","HIGH","HIGH","HIGH","NORMAL","LOW","NORMAL","HIGH","ZERO","ZERO","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","NORMAL","NORMAL","HIGH","FALSE","HIGH","FALSE","NORMAL","LOW","LOW","ZERO","ZERO","LOW","NORMAL"
"4485","NORMAL","NORMAL","FALSE","HIGH","HIGH","NORMAL","LOW","NORMAL","NORMAL","NORMAL","HIGH","NORMAL","LOW","ZERO","HIGH","HIGH","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","NORMAL","NORMAL","NORMAL","FALSE","NORMAL","TRUE","NORMAL","HIGH","NORMAL","HIGH","LOW","HIGH","HIGH"
"4486","NORMAL","NORMAL","FALSE","HIGH","HIGH","NORMAL","LOW","LOW","LOW","NORMAL","HIGH","NORMAL","HIGH","LOW","HIGH","LOW","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","NORMAL","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","HIGH","LOW","HIGH","LOW","ZERO","LOW"
"4487","NORMAL","NORMAL","FALSE","NORMAL","HIGH","HIGH","HIGH","HIGH","HIGH","NORMAL","LOW","NORMAL","LOW","ZERO","ZERO","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","NORMAL","NORMAL","HIGH","FALSE","HIGH","FALSE","NORMAL","LOW","LOW","ZERO","ZERO","LOW","NORMAL"
"4488","LOW","LOW","FALSE","NORMAL","HIGH","HIGH","HIGH","NORMAL","NORMAL","LOW","LOW","NORMAL","HIGH","ZERO","ZERO","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","LOW","NORMAL","HIGH","FALSE","HIGH","TRUE","NORMAL","LOW","LOW","ZERO","ZERO","LOW","NORMAL"
"4489","NORMAL","NORMAL","FALSE","NORMAL","NORMAL","NORMAL","NORMAL","NORMAL","HIGH","NORMAL","LOW","NORMAL","HIGH","HIGH","LOW","LOW","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","TRUE","NORMAL","NORMAL","HIGH","TRUE","NORMAL","TRUE","NORMAL","LOW","LOW","LOW","HIGH","NORMAL","HIGH"
"4490","HIGH","HIGH","FALSE","HIGH","HIGH","NORMAL","LOW","LOW","LOW","NORMAL","LOW","NORMAL","HIGH","HIGH","NORMAL","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","ONESIDED","FALSE","FALSE","HIGH","NORMAL","NORMAL","FALSE","NORMAL","FALSE","HIGH","LOW","NORMAL","NORMAL","ZERO","LOW","NORMAL"
"4491","NORMAL","NORMAL","FALSE","HIGH","NORMAL","NORMAL","LOW","LOW","LOW","NORMAL","LOW","NORMAL","LOW","ZERO","ZERO","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","NORMAL","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","LOW","LOW","ZERO","ZERO","LOW","NORMAL"
"4492","HIGH","HIGH","FALSE","HIGH","NORMAL","LOW","LOW","HIGH","HIGH","NORMAL","LOW","NORMAL","LOW","ZERO","ZERO","NORMAL","TRUE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","HIGH","LOW","NORMAL","FALSE","NORMAL","TRUE","NORMAL","LOW","LOW","ZERO","ZERO","LOW","NORMAL"
"4493","NORMAL","LOW","FALSE","HIGH","NORMAL","HIGH","HIGH","HIGH","HIGH","NORMAL","LOW","LOW","NORMAL","ZERO","ZERO","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","NORMAL","NORMAL","HIGH","FALSE","HIGH","FALSE","NORMAL","LOW","LOW","ZERO","ZERO","LOW","NORMAL"
"4494","NORMAL","NORMAL","FALSE","HIGH","HIGH","NORMAL","LOW","NORMAL","LOW","NORMAL","LOW","NORMAL","HIGH","LOW","ZERO","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","ONESIDED","FALSE","FALSE","NORMAL","NORMAL","NORMAL","FALSE","NORMAL","TRUE","HIGH","LOW","LOW","LOW","LOW","LOW","NORMAL"
"4495","NORMAL","NORMAL","FALSE","LOW","LOW","HIGH","HIGH","HIGH","HIGH","NORMAL","HIGH","NORMAL","HIGH","LOW","HIGH","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","TRUE","NORMAL","NORMAL","HIGH","FALSE","HIGH","FALSE","NORMAL","HIGH","LOW","HIGH","LOW","ZERO","NORMAL"
"4496","NORMAL","NORMAL","FALSE","HIGH","HIGH","NORMAL","LOW","LOW","NORMAL","NORMAL","HIGH","NORMAL","HIGH","LOW","HIGH","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","NORMAL","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","HIGH","LOW","HIGH","LOW","LOW","NORMAL"
"4497","NORMAL","NORMAL","FALSE","LOW","LOW","HIGH","HIGH","HIGH","HIGH","NORMAL","LOW","LOW","NORMAL","ZERO","ZERO","NORMAL","FALSE","FALSE","FALSE","TRUE","FALSE","NORMAL","FALSE","FALSE","NORMAL","NORMAL","HIGH","FALSE","HIGH","FALSE","NORMAL","LOW","LOW","ZERO","ZERO","LOW","NORMAL"
"4498","NORMAL","NORMAL","FALSE","HIGH","HIGH","NORMAL","LOW","LOW","LOW","NORMAL","NORMAL","LOW","HIGH","ZERO","ZERO","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","NORMAL","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","NORMAL","LOW","HIGH","ZERO","LOW","NORMAL"
"4499","NORMAL","NORMAL","FALSE","LOW","LOW","NORMAL","LOW","LOW","LOW","NORMAL","LOW","NORMAL","HIGH","ZERO","ZERO","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","NORMAL","NORMAL","HIGH","FALSE","NORMAL","FALSE","NORMAL","LOW","LOW","ZERO","ZERO","LOW","NORMAL"
"4500","HIGH","HIGH","FALSE","NORMAL","NORMAL","NORMAL","LOW","LOW","LOW","NORMAL","LOW","NORMAL","NORMAL","ZERO","ZERO","NORMAL","TRUE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","HIGH","NORMAL","HIGH","FALSE","NORMAL","FALSE","NORMAL","LOW","LOW","ZERO","ZERO","LOW","NORMAL"
"4501","NORMAL","NORMAL","FALSE","LOW","LOW","HIGH","HIGH","HIGH","HIGH","NORMAL","HIGH","NORMAL","NORMAL","LOW","HIGH","HIGH","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","NORMAL","NORMAL","HIGH","FALSE","HIGH","FALSE","NORMAL","HIGH","LOW","HIGH","LOW","HIGH","HIGH"
"4502","NORMAL","NORMAL","FALSE","LOW","LOW","HIGH","HIGH","HIGH","HIGH","NORMAL","LOW","NORMAL","HIGH","ZERO","ZERO","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","NORMAL","NORMAL","HIGH","FALSE","HIGH","FALSE","NORMAL","LOW","LOW","ZERO","ZERO","ZERO","NORMAL"
"4503","NORMAL","NORMAL","FALSE","NORMAL","LOW","LOW","HIGH","NORMAL","NORMAL","NORMAL","LOW","NORMAL","HIGH","ZERO","ZERO","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","NORMAL","LOW","HIGH","FALSE","HIGH","TRUE","NORMAL","LOW","LOW","ZERO","ZERO","LOW","NORMAL"
"4504","HIGH","HIGH","FALSE","NORMAL","LOW","LOW","LOW","LOW","LOW","NORMAL","LOW","NORMAL","HIGH","ZERO","ZERO","NORMAL","TRUE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","HIGH","LOW","HIGH","FALSE","NORMAL","FALSE","NORMAL","LOW","LOW","ZERO","ZERO","LOW","NORMAL"
"4505","HIGH","NORMAL","FALSE","LOW","LOW","HIGH","HIGH","HIGH","HIGH","HIGH","HIGH","NORMAL","HIGH","LOW","HIGH","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","TRUE","HIGH","NORMAL","HIGH","FALSE","HIGH","FALSE","NORMAL","HIGH","LOW","HIGH","LOW","ZERO","NORMAL"
"4506","NORMAL","NORMAL","FALSE","LOW","LOW","HIGH","HIGH","HIGH","HIGH","NORMAL","LOW","NORMAL","HIGH","LOW","ZERO","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","ESOPHAGEAL","FALSE","FALSE","NORMAL","NORMAL","HIGH","FALSE","HIGH","FALSE","NORMAL","LOW","LOW","ZERO","LOW","LOW","NORMAL"
"4507","NORMAL","NORMAL","FALSE","LOW","LOW","HIGH","HIGH","HIGH","HIGH","NORMAL","LOW","NORMAL","NORMAL","ZERO","ZERO","NORMAL","FALSE","FALSE","FALSE","TRUE","FALSE","NORMAL","FALSE","FALSE","NORMAL","NORMAL","HIGH","FALSE","HIGH","FALSE","NORMAL","LOW","LOW","ZERO","ZERO","LOW","NORMAL"
"4508","NORMAL","HIGH","FALSE","LOW","LOW","LOW","HIGH","NORMAL","NORMAL","NORMAL","LOW","NORMAL","LOW","ZERO","ZERO","NORMAL","TRUE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","HIGH","LOW","HIGH","FALSE","HIGH","TRUE","NORMAL","LOW","LOW","ZERO","ZERO","LOW","NORMAL"
"4509","NORMAL","NORMAL","FALSE","NORMAL","HIGH","NORMAL","LOW","LOW","LOW","NORMAL","LOW","NORMAL","HIGH","ZERO","ZERO","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","NORMAL","NORMAL","HIGH","FALSE","NORMAL","FALSE","NORMAL","LOW","LOW","ZERO","ZERO","LOW","NORMAL"
"4510","NORMAL","NORMAL","FALSE","LOW","LOW","HIGH","HIGH","HIGH","HIGH","NORMAL","LOW","NORMAL","LOW","ZERO","ZERO","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","NORMAL","NORMAL","HIGH","FALSE","HIGH","FALSE","NORMAL","LOW","LOW","ZERO","ZERO","LOW","NORMAL"
"4511","NORMAL","NORMAL","FALSE","NORMAL","HIGH","HIGH","LOW","HIGH","HIGH","NORMAL","LOW","NORMAL","LOW","HIGH","LOW","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","NORMAL","NORMAL","HIGH","FALSE","HIGH","FALSE","NORMAL","LOW","LOW","LOW","HIGH","LOW","NORMAL"
"4512","NORMAL","NORMAL","FALSE","NORMAL","HIGH","HIGH","HIGH","HIGH","HIGH","NORMAL","HIGH","NORMAL","LOW","LOW","HIGH","NORMAL","TRUE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","NORMAL","NORMAL","HIGH","FALSE","HIGH","FALSE","NORMAL","HIGH","LOW","HIGH","LOW","HIGH","NORMAL"
"4513","NORMAL","NORMAL","FALSE","NORMAL","HIGH","HIGH","HIGH","HIGH","HIGH","NORMAL","HIGH","NORMAL","HIGH","LOW","HIGH","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","TRUE","NORMAL","NORMAL","HIGH","FALSE","HIGH","FALSE","NORMAL","HIGH","LOW","HIGH","LOW","ZERO","NORMAL"
"4514","NORMAL","NORMAL","FALSE","LOW","LOW","LOW","HIGH","HIGH","HIGH","NORMAL","HIGH","NORMAL","HIGH","LOW","HIGH","NORMAL","FALSE","FALSE","FALSE","TRUE","FALSE","NORMAL","FALSE","FALSE","NORMAL","LOW","HIGH","FALSE","HIGH","FALSE","NORMAL","HIGH","LOW","HIGH","LOW","LOW","NORMAL"
"4515","NORMAL","NORMAL","FALSE","HIGH","NORMAL","NORMAL","NORMAL","LOW","LOW","NORMAL","LOW","NORMAL","NORMAL","ZERO","ZERO","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","NORMAL","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","LOW","LOW","ZERO","ZERO","LOW","NORMAL"
"4516","NORMAL","NORMAL","FALSE","NORMAL","HIGH","HIGH","HIGH","HIGH","HIGH","NORMAL","LOW","LOW","HIGH","ZERO","ZERO","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","NORMAL","NORMAL","HIGH","FALSE","HIGH","FALSE","NORMAL","LOW","LOW","ZERO","ZERO","LOW","NORMAL"
"4517","NORMAL","NORMAL","FALSE","LOW","LOW","HIGH","HIGH","HIGH","HIGH","NORMAL","HIGH","NORMAL","LOW","LOW","HIGH","HIGH","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","NORMAL","HIGH","HIGH","FALSE","HIGH","FALSE","NORMAL","HIGH","LOW","HIGH","LOW","HIGH","HIGH"
"4518","NORMAL","NORMAL","FALSE","NORMAL","NORMAL","HIGH","HIGH","HIGH","HIGH","NORMAL","HIGH","NORMAL","LOW","LOW","HIGH","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","NORMAL","NORMAL","HIGH","FALSE","HIGH","FALSE","NORMAL","HIGH","LOW","HIGH","LOW","HIGH","HIGH"
"4519","NORMAL","HIGH","FALSE","HIGH","HIGH","HIGH","HIGH","HIGH","HIGH","NORMAL","LOW","NORMAL","HIGH","ZERO","ZERO","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","TRUE","HIGH","NORMAL","HIGH","FALSE","HIGH","FALSE","NORMAL","LOW","LOW","ZERO","ZERO","ZERO","NORMAL"
"4520","NORMAL","NORMAL","FALSE","HIGH","NORMAL","NORMAL","LOW","LOW","LOW","NORMAL","HIGH","NORMAL","HIGH","LOW","ZERO","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","NORMAL","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","LOW","NORMAL","ZERO","ZERO","LOW","NORMAL"
"4521","NORMAL","NORMAL","FALSE","NORMAL","HIGH","HIGH","HIGH","HIGH","HIGH","LOW","LOW","NORMAL","HIGH","LOW","ZERO","NORMAL","FALSE","FALSE","FALSE","TRUE","FALSE","ONESIDED","FALSE","FALSE","NORMAL","NORMAL","HIGH","FALSE","HIGH","FALSE","HIGH","LOW","LOW","LOW","LOW","LOW","NORMAL"
"4522","NORMAL","NORMAL","FALSE","NORMAL","LOW","HIGH","HIGH","HIGH","HIGH","NORMAL","HIGH","NORMAL","HIGH","LOW","HIGH","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","NORMAL","NORMAL","HIGH","FALSE","HIGH","FALSE","NORMAL","HIGH","LOW","HIGH","LOW","ZERO","LOW"
"4523","NORMAL","NORMAL","FALSE","NORMAL","NORMAL","NORMAL","LOW","LOW","LOW","NORMAL","LOW","NORMAL","HIGH","NORMAL","ZERO","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","ONESIDED","FALSE","FALSE","NORMAL","NORMAL","HIGH","FALSE","NORMAL","FALSE","HIGH","LOW","LOW","ZERO","NORMAL","LOW","NORMAL"
"4524","HIGH","HIGH","FALSE","HIGH","NORMAL","NORMAL","LOW","LOW","LOW","NORMAL","LOW","NORMAL","LOW","ZERO","ZERO","NORMAL","TRUE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","HIGH","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","LOW","LOW","ZERO","ZERO","LOW","NORMAL"
"4525","LOW","LOW","TRUE","LOW","LOW","LOW","HIGH","HIGH","HIGH","NORMAL","LOW","NORMAL","NORMAL","ZERO","ZERO","NORMAL","FALSE","TRUE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","LOW","LOW","HIGH","FALSE","HIGH","FALSE","NORMAL","LOW","LOW","ZERO","ZERO","LOW","NORMAL"
"4526","HIGH","HIGH","FALSE","NORMAL","NORMAL","HIGH","HIGH","HIGH","HIGH","NORMAL","LOW","NORMAL","HIGH","LOW","ZERO","LOW","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","HIGH","NORMAL","HIGH","FALSE","HIGH","FALSE","NORMAL","LOW","NORMAL","ZERO","ZERO","ZERO","LOW"
"4527","LOW","LOW","TRUE","HIGH","NORMAL","LOW","NORMAL","LOW","LOW","NORMAL","LOW","NORMAL","NORMAL","ZERO","ZERO","NORMAL","TRUE","TRUE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","LOW","LOW","NORMAL","TRUE","NORMAL","FALSE","NORMAL","LOW","LOW","ZERO","ZERO","LOW","NORMAL"
"4528","LOW","LOW","TRUE","NORMAL","LOW","LOW","HIGH","HIGH","HIGH","NORMAL","HIGH","NORMAL","LOW","LOW","HIGH","NORMAL","FALSE","TRUE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","LOW","LOW","HIGH","FALSE","HIGH","FALSE","NORMAL","HIGH","LOW","HIGH","LOW","LOW","NORMAL"
"4529","NORMAL","NORMAL","FALSE","LOW","LOW","HIGH","HIGH","HIGH","HIGH","NORMAL","LOW","LOW","HIGH","LOW","ZERO","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","NORMAL","NORMAL","HIGH","FALSE","HIGH","FALSE","NORMAL","LOW","NORMAL","ZERO","ZERO","LOW","NORMAL"
"4530","NORMAL","NORMAL","FALSE","LOW","LOW","HIGH","HIGH","HIGH","HIGH","NORMAL","HIGH","NORMAL","HIGH","LOW","HIGH","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","TRUE","NORMAL","NORMAL","HIGH","FALSE","HIGH","FALSE","NORMAL","HIGH","LOW","HIGH","LOW","ZERO","NORMAL"
"4531","NORMAL","NORMAL","FALSE","LOW","LOW","HIGH","HIGH","HIGH","HIGH","NORMAL","NORMAL","NORMAL","HIGH","LOW","ZERO","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","NORMAL","NORMAL","HIGH","FALSE","HIGH","FALSE","NORMAL","NORMAL","NORMAL","ZERO","ZERO","LOW","NORMAL"
"4532","NORMAL","NORMAL","FALSE","NORMAL","NORMAL","HIGH","HIGH","HIGH","HIGH","NORMAL","LOW","NORMAL","HIGH","ZERO","ZERO","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","NORMAL","NORMAL","HIGH","FALSE","HIGH","FALSE","NORMAL","LOW","LOW","ZERO","ZERO","LOW","NORMAL"
"4533","NORMAL","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","NORMAL","NORMAL","NORMAL","LOW","NORMAL","HIGH","NORMAL","ZERO","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","NORMAL","NORMAL","HIGH","FALSE","HIGH","TRUE","NORMAL","LOW","LOW","ZERO","ZERO","LOW","NORMAL"
"4534","NORMAL","NORMAL","FALSE","HIGH","NORMAL","NORMAL","LOW","LOW","LOW","NORMAL","LOW","NORMAL","HIGH","ZERO","ZERO","NORMAL","FALSE","FALSE","FALSE","TRUE","FALSE","NORMAL","TRUE","FALSE","NORMAL","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","LOW","LOW","ZERO","ZERO","LOW","NORMAL"
"4535","NORMAL","NORMAL","FALSE","HIGH","NORMAL","LOW","LOW","LOW","LOW","NORMAL","LOW","NORMAL","HIGH","ZERO","ZERO","NORMAL","FALSE","FALSE","FALSE","TRUE","FALSE","NORMAL","FALSE","FALSE","NORMAL","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","LOW","LOW","ZERO","ZERO","LOW","NORMAL"
"4536","NORMAL","NORMAL","FALSE","NORMAL","HIGH","HIGH","HIGH","HIGH","HIGH","NORMAL","LOW","NORMAL","NORMAL","ZERO","ZERO","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","NORMAL","NORMAL","HIGH","FALSE","HIGH","FALSE","NORMAL","LOW","LOW","ZERO","ZERO","LOW","NORMAL"
"4537","NORMAL","NORMAL","FALSE","LOW","LOW","HIGH","HIGH","HIGH","HIGH","HIGH","LOW","NORMAL","LOW","ZERO","ZERO","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","NORMAL","HIGH","HIGH","FALSE","HIGH","FALSE","NORMAL","LOW","LOW","ZERO","ZERO","LOW","NORMAL"
"4538","HIGH","HIGH","FALSE","NORMAL","LOW","LOW","HIGH","HIGH","HIGH","NORMAL","LOW","NORMAL","NORMAL","ZERO","ZERO","NORMAL","TRUE","FALSE","FALSE","TRUE","FALSE","NORMAL","FALSE","FALSE","HIGH","LOW","HIGH","FALSE","HIGH","FALSE","NORMAL","LOW","LOW","ZERO","ZERO","LOW","NORMAL"
"4539","NORMAL","NORMAL","FALSE","LOW","LOW","HIGH","HIGH","HIGH","HIGH","NORMAL","LOW","NORMAL","HIGH","ZERO","ZERO","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","NORMAL","NORMAL","HIGH","FALSE","HIGH","FALSE","NORMAL","LOW","LOW","ZERO","ZERO","LOW","NORMAL"
"4540","NORMAL","NORMAL","FALSE","HIGH","LOW","NORMAL","LOW","LOW","LOW","NORMAL","HIGH","NORMAL","HIGH","LOW","HIGH","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","NORMAL","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","HIGH","LOW","HIGH","LOW","ZERO","ZERO"
"4541","NORMAL","NORMAL","FALSE","LOW","LOW","HIGH","HIGH","HIGH","HIGH","NORMAL","LOW","NORMAL","NORMAL","LOW","ZERO","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","NORMAL","NORMAL","HIGH","FALSE","HIGH","FALSE","NORMAL","LOW","NORMAL","ZERO","ZERO","LOW","NORMAL"
"4542","NORMAL","NORMAL","FALSE","LOW","LOW","NORMAL","LOW","LOW","LOW","NORMAL","HIGH","NORMAL","HIGH","LOW","HIGH","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","TRUE","NORMAL","NORMAL","HIGH","FALSE","NORMAL","FALSE","NORMAL","HIGH","LOW","HIGH","LOW","ZERO","NORMAL"
"4543","NORMAL","NORMAL","FALSE","LOW","LOW","NORMAL","HIGH","HIGH","HIGH","NORMAL","LOW","NORMAL","HIGH","ZERO","ZERO","NORMAL","FALSE","FALSE","FALSE","FALSE","TRUE","NORMAL","FALSE","FALSE","NORMAL","NORMAL","HIGH","FALSE","HIGH","FALSE","HIGH","LOW","LOW","ZERO","ZERO","LOW","NORMAL"
"4544","NORMAL","NORMAL","FALSE","NORMAL","NORMAL","HIGH","HIGH","HIGH","HIGH","NORMAL","LOW","NORMAL","LOW","ZERO","ZERO","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","NORMAL","NORMAL","HIGH","FALSE","HIGH","FALSE","NORMAL","LOW","LOW","ZERO","ZERO","LOW","NORMAL"
"4545","NORMAL","NORMAL","FALSE","NORMAL","HIGH","HIGH","HIGH","NORMAL","HIGH","NORMAL","LOW","NORMAL","HIGH","ZERO","ZERO","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","NORMAL","NORMAL","HIGH","FALSE","HIGH","FALSE","NORMAL","LOW","LOW","ZERO","ZERO","LOW","NORMAL"
"4546","NORMAL","NORMAL","FALSE","NORMAL","HIGH","HIGH","HIGH","HIGH","HIGH","NORMAL","LOW","NORMAL","HIGH","ZERO","ZERO","NORMAL","FALSE","FALSE","FALSE","TRUE","FALSE","NORMAL","FALSE","FALSE","NORMAL","NORMAL","HIGH","FALSE","HIGH","FALSE","NORMAL","LOW","LOW","ZERO","ZERO","LOW","NORMAL"
"4547","NORMAL","LOW","FALSE","HIGH","HIGH","HIGH","NORMAL","NORMAL","NORMAL","NORMAL","LOW","NORMAL","LOW","ZERO","ZERO","NORMAL","FALSE","FALSE","FALSE","TRUE","FALSE","NORMAL","FALSE","FALSE","NORMAL","NORMAL","HIGH","TRUE","HIGH","TRUE","NORMAL","LOW","LOW","ZERO","ZERO","LOW","NORMAL"
"4548","HIGH","HIGH","FALSE","LOW","LOW","NORMAL","LOW","LOW","LOW","NORMAL","LOW","NORMAL","HIGH","ZERO","ZERO","NORMAL","TRUE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","HIGH","NORMAL","HIGH","FALSE","NORMAL","FALSE","NORMAL","LOW","LOW","ZERO","ZERO","LOW","NORMAL"
"4549","HIGH","HIGH","FALSE","LOW","LOW","LOW","HIGH","NORMAL","NORMAL","NORMAL","NORMAL","NORMAL","NORMAL","ZERO","ZERO","NORMAL","TRUE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","HIGH","LOW","HIGH","FALSE","HIGH","TRUE","NORMAL","LOW","LOW","ZERO","ZERO","LOW","NORMAL"
"4550","NORMAL","NORMAL","FALSE","HIGH","NORMAL","NORMAL","LOW","LOW","LOW","NORMAL","LOW","NORMAL","HIGH","HIGH","HIGH","LOW","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","TRUE","NORMAL","NORMAL","NORMAL","FALSE","NORMAL","FALSE","HIGH","HIGH","LOW","HIGH","LOW","ZERO","LOW"
"4551","NORMAL","NORMAL","FALSE","LOW","LOW","HIGH","HIGH","HIGH","HIGH","NORMAL","LOW","NORMAL","HIGH","ZERO","ZERO","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","NORMAL","NORMAL","HIGH","FALSE","HIGH","FALSE","NORMAL","LOW","LOW","ZERO","ZERO","LOW","NORMAL"
